recharge_id,customer_id,recharge_date,recharge_amount,plan_type,plan_name,validity_days,has_discount,payment_method
4488,1886,2024-01-05,299,Annual,₹719 Plan,28,False,UPI
4489,4592,2024-01-27,2999,Monthly,₹999 Plan,84,False,Netbanking
4490,3486,2024-01-23,719,Annual,₹999 Plan,56,False,Card
4491,4787,2024-01-05,999,Monthly,₹299 Plan,365,False,UPI
4492,3787,2024-01-09,719,Annual,₹239 Plan,365,True,Wallet
4493,2030,2024-03-11,299,Quarterly,₹239 Plan,28,False,Wallet
4494,4662,2024-01-01,999,Quarterly,₹719 Plan,365,False,Card
4495,797,2024-03-16,999,Monthly,₹719 Plan,84,False,Wallet
4496,2116,2024-02-06,239,Annual,₹2999 Plan,84,False,Netbanking
4497,4659,2024-01-27,239,Quarterly,₹719 Plan,84,False,Netbanking
4498,1335,2024-03-31,299,Monthly,₹299 Plan,84,False,Netbanking
4499,2386,2024-02-07,299,Monthly,₹239 Plan,28,False,UPI
4500,2379,2024-02-28,2999,Monthly,₹719 Plan,28,False,Wallet
4501,3028,2024-02-11,999,Monthly,₹999 Plan,365,False,Netbanking
4502,1480,2024-03-12,999,Annual,₹239 Plan,28,False,UPI
4503,4559,2024-03-20,719,Annual,₹719 Plan,365,False,Wallet
4504,1844,2024-01-21,2999,Monthly,₹719 Plan,56,True,UPI
4505,2101,2024-01-13,719,Monthly,₹2999 Plan,56,False,UPI
4506,2633,2024-03-28,719,Quarterly,₹2999 Plan,56,False,Wallet
4507,3654,2024-02-03,299,Quarterly,₹719 Plan,84,True,UPI
4508,3733,2024-01-17,2999,Quarterly,₹299 Plan,56,False,Netbanking
4509,4237,2024-03-29,999,Monthly,₹239 Plan,56,False,Wallet
4510,2683,2024-02-18,239,Monthly,₹239 Plan,84,True,Wallet
4511,2758,2024-03-16,719,Monthly,₹2999 Plan,56,False,Wallet
4512,1147,2024-03-29,299,Annual,₹299 Plan,56,False,Netbanking
4513,2992,2024-01-24,299,Quarterly,₹299 Plan,84,False,Wallet
4514,1029,2024-03-26,2999,Quarterly,₹299 Plan,56,False,Wallet
4515,1247,2024-02-25,239,Quarterly,₹239 Plan,84,False,UPI
4516,4326,2024-02-14,299,Monthly,₹2999 Plan,365,False,Netbanking
4517,466,2024-02-05,2999,Quarterly,₹239 Plan,28,True,UPI
4518,3550,2024-02-12,999,Quarterly,₹239 Plan,365,False,Card
4519,1961,2024-02-02,999,Monthly,₹719 Plan,365,False,Card
4520,4680,2024-02-04,999,Monthly,₹299 Plan,28,False,UPI
4521,2603,2024-01-29,299,Annual,₹719 Plan,84,True,UPI
4522,2704,2024-03-28,239,Monthly,₹2999 Plan,84,False,Netbanking
4523,337,2024-03-08,2999,Monthly,₹239 Plan,28,False,Wallet
4524,3811,2024-01-13,2999,Monthly,₹2999 Plan,84,False,Netbanking
4525,3804,2024-03-18,239,Monthly,₹719 Plan,84,False,Netbanking
4526,3731,2024-03-26,299,Monthly,₹239 Plan,56,False,Wallet
4527,3499,2024-01-30,719,Annual,₹719 Plan,365,False,Netbanking
4528,23,2024-03-06,299,Annual,₹999 Plan,365,False,Netbanking
4529,2716,2024-02-22,2999,Quarterly,₹239 Plan,28,False,Netbanking
4530,652,2024-02-11,719,Annual,₹999 Plan,56,False,UPI
4531,3093,2024-01-27,2999,Monthly,₹719 Plan,84,True,Card
4532,4283,2024-03-07,719,Monthly,₹2999 Plan,28,False,Card
4533,1452,2024-01-26,719,Annual,₹719 Plan,84,False,Card
4534,234,2024-03-01,2999,Monthly,₹2999 Plan,84,True,UPI
4535,3631,2024-02-12,299,Quarterly,₹239 Plan,365,True,Wallet
4536,2061,2024-03-17,999,Quarterly,₹239 Plan,84,True,Wallet
4537,4435,2024-01-24,719,Annual,₹719 Plan,56,False,Card
4538,1273,2024-03-25,999,Annual,₹239 Plan,365,False,Card
4539,1149,2024-03-31,299,Quarterly,₹2999 Plan,365,False,Card
4540,548,2024-01-11,719,Annual,₹719 Plan,365,False,UPI
4541,4329,2024-01-30,239,Quarterly,₹999 Plan,56,False,Netbanking
4542,4443,2024-01-03,2999,Annual,₹2999 Plan,365,False,UPI
4543,1758,2024-03-14,719,Quarterly,₹719 Plan,56,True,Card
4544,183,2024-03-27,719,Quarterly,₹999 Plan,28,False,UPI
4545,4887,2024-01-08,299,Annual,₹299 Plan,365,False,UPI
4546,4036,2024-01-29,999,Quarterly,₹239 Plan,84,True,UPI
4547,275,2024-02-17,999,Quarterly,₹239 Plan,56,False,UPI
4548,3274,2024-02-06,2999,Monthly,₹999 Plan,365,False,Netbanking
4549,4947,2024-01-26,2999,Monthly,₹299 Plan,56,False,UPI
4550,4066,2024-01-12,999,Quarterly,₹239 Plan,365,True,UPI
4551,2205,2024-01-19,2999,Monthly,₹239 Plan,84,False,UPI
4552,628,2024-01-27,999,Monthly,₹2999 Plan,365,False,Netbanking
4553,3365,2024-02-22,999,Quarterly,₹719 Plan,365,False,Wallet
4554,2612,2024-01-21,239,Annual,₹239 Plan,28,True,Card
4555,898,2024-01-28,299,Annual,₹719 Plan,56,False,UPI
4556,4443,2024-03-11,239,Quarterly,₹299 Plan,56,False,Wallet
4557,541,2024-02-27,239,Annual,₹2999 Plan,56,False,Card
4558,2845,2024-03-03,239,Annual,₹299 Plan,56,True,Card
4559,3625,2024-03-15,239,Quarterly,₹719 Plan,56,False,Card
4560,567,2024-01-27,299,Monthly,₹719 Plan,84,False,UPI
4561,2302,2024-03-18,999,Quarterly,₹2999 Plan,56,False,Wallet
4562,1357,2024-03-10,999,Quarterly,₹719 Plan,84,False,Netbanking
4563,2336,2024-02-18,719,Annual,₹2999 Plan,28,False,Netbanking
4564,3622,2024-03-11,999,Monthly,₹299 Plan,84,False,Card
4565,3673,2024-02-13,999,Monthly,₹299 Plan,28,False,Card
4566,4651,2024-02-27,999,Quarterly,₹999 Plan,365,False,Wallet
4567,4747,2024-02-10,299,Monthly,₹299 Plan,84,False,Card
4568,979,2024-01-09,299,Annual,₹999 Plan,28,True,Netbanking
4569,4606,2024-03-19,999,Monthly,₹239 Plan,56,False,UPI
4570,657,2024-03-08,2999,Quarterly,₹2999 Plan,56,False,Wallet
4571,2171,2024-02-11,719,Annual,₹719 Plan,365,False,Wallet
4572,1989,2024-02-26,239,Annual,₹2999 Plan,28,False,Netbanking
4573,1886,2024-03-13,2999,Annual,₹999 Plan,28,True,UPI
4574,4030,2024-01-13,999,Quarterly,₹2999 Plan,56,True,Wallet
4575,4636,2024-03-18,299,Annual,₹2999 Plan,84,True,Wallet
4576,153,2024-03-05,2999,Quarterly,₹299 Plan,56,False,UPI
4577,2442,2024-02-18,999,Quarterly,₹239 Plan,56,False,Card
4578,595,2024-03-11,239,Quarterly,₹999 Plan,84,False,Wallet
4579,2110,2024-01-28,299,Annual,₹239 Plan,84,False,Netbanking
4580,2621,2024-03-16,299,Annual,₹719 Plan,365,True,Netbanking
4581,4181,2024-02-26,719,Annual,₹239 Plan,365,False,Wallet
4582,1741,2024-02-12,2999,Quarterly,₹299 Plan,365,False,UPI
4583,320,2024-02-06,719,Monthly,₹999 Plan,84,False,Wallet
4584,1502,2024-03-22,719,Monthly,₹239 Plan,56,False,UPI
4585,3314,2024-01-24,299,Monthly,₹719 Plan,84,False,Wallet
4586,4967,2024-03-08,299,Annual,₹239 Plan,84,False,Netbanking
4587,1323,2024-02-22,999,Quarterly,₹299 Plan,84,True,UPI
4588,2065,2024-01-14,999,Quarterly,₹999 Plan,28,False,UPI
4589,1874,2024-01-10,719,Monthly,₹299 Plan,56,False,Card
4590,2794,2024-01-20,299,Quarterly,₹999 Plan,84,True,Wallet
4591,3880,2024-02-11,239,Monthly,₹999 Plan,365,False,UPI
4592,4948,2024-03-06,239,Monthly,₹2999 Plan,365,False,Wallet
4593,2400,2024-02-05,299,Monthly,₹299 Plan,56,True,Netbanking
4594,652,2024-03-20,719,Monthly,₹299 Plan,365,False,Netbanking
4595,2396,2024-01-31,719,Monthly,₹239 Plan,365,False,Netbanking
4596,1367,2024-03-02,999,Monthly,₹2999 Plan,28,False,Card
4597,2095,2024-02-13,719,Quarterly,₹299 Plan,84,False,Netbanking
4598,2884,2024-03-19,719,Annual,₹719 Plan,365,False,UPI
4599,3742,2024-03-30,2999,Monthly,₹999 Plan,365,False,Wallet
4600,178,2024-02-03,2999,Quarterly,₹999 Plan,28,False,Card
4601,1882,2024-02-21,2999,Monthly,₹719 Plan,365,False,UPI
4602,2612,2024-02-11,999,Monthly,₹299 Plan,84,False,Wallet
4603,4860,2024-01-22,719,Monthly,₹239 Plan,28,False,Card
4604,1197,2024-03-11,299,Annual,₹239 Plan,28,False,Wallet
4605,2051,2024-03-09,2999,Annual,₹2999 Plan,28,True,UPI
4606,718,2024-02-27,2999,Annual,₹2999 Plan,56,False,Card
4607,2436,2024-02-10,719,Quarterly,₹999 Plan,365,False,Card
4608,3389,2024-02-28,299,Quarterly,₹719 Plan,365,False,Netbanking
4609,4837,2024-02-20,719,Annual,₹299 Plan,84,False,UPI
4610,1675,2024-02-22,299,Quarterly,₹2999 Plan,28,True,Netbanking
4611,3682,2024-03-25,239,Quarterly,₹299 Plan,84,True,Netbanking
4612,3968,2024-03-21,239,Annual,₹239 Plan,28,False,Wallet
4613,3733,2024-01-02,719,Quarterly,₹239 Plan,56,False,UPI
4614,765,2024-01-26,719,Quarterly,₹299 Plan,56,False,Card
4615,3510,2024-03-31,299,Annual,₹299 Plan,28,True,UPI
4616,1955,2024-03-07,2999,Quarterly,₹719 Plan,28,False,UPI
4617,4394,2024-02-17,239,Quarterly,₹719 Plan,28,False,Wallet
4618,350,2024-01-03,2999,Quarterly,₹299 Plan,28,False,Card
4619,2562,2024-02-26,719,Monthly,₹999 Plan,28,False,Netbanking
4620,3793,2024-02-10,719,Annual,₹299 Plan,56,False,Wallet
4621,1483,2024-03-29,2999,Quarterly,₹2999 Plan,56,False,Card
4622,4721,2024-01-18,719,Annual,₹299 Plan,28,False,Netbanking
4623,3933,2024-03-19,719,Monthly,₹999 Plan,56,False,UPI
4624,1163,2024-02-13,299,Quarterly,₹239 Plan,365,False,Card
4625,2132,2024-02-25,719,Annual,₹719 Plan,56,False,Card
4626,2371,2024-02-17,999,Monthly,₹719 Plan,365,False,UPI
4627,1281,2024-01-17,2999,Monthly,₹299 Plan,84,False,Netbanking
4628,4463,2024-03-15,719,Quarterly,₹2999 Plan,28,False,Netbanking
4629,444,2024-03-10,999,Quarterly,₹2999 Plan,84,False,Wallet
4630,787,2024-02-23,239,Annual,₹299 Plan,365,False,Wallet
4631,4798,2024-01-15,999,Monthly,₹239 Plan,56,False,Wallet
4632,122,2024-02-17,2999,Monthly,₹999 Plan,56,False,Wallet
4633,2009,2024-03-09,2999,Annual,₹2999 Plan,28,False,UPI
4634,2956,2024-02-03,999,Quarterly,₹239 Plan,84,True,UPI
4635,1392,2024-03-16,719,Annual,₹719 Plan,28,False,Wallet
4636,876,2024-02-12,999,Monthly,₹299 Plan,84,False,Netbanking
4637,2456,2024-02-18,719,Annual,₹2999 Plan,365,False,Netbanking
4638,1888,2024-03-10,299,Annual,₹2999 Plan,84,False,Wallet
4639,471,2024-03-21,719,Quarterly,₹299 Plan,28,False,Wallet
4640,1114,2024-03-30,239,Monthly,₹2999 Plan,56,False,Wallet
4641,4009,2024-03-04,239,Monthly,₹239 Plan,56,False,UPI
4642,709,2024-01-22,2999,Annual,₹239 Plan,28,True,Wallet
4643,2125,2024-03-01,239,Quarterly,₹299 Plan,28,False,Wallet
4644,194,2024-03-30,239,Quarterly,₹719 Plan,28,False,UPI
4645,953,2024-02-11,239,Quarterly,₹2999 Plan,84,False,Netbanking
4646,4592,2024-02-04,999,Annual,₹719 Plan,28,False,Card
4647,4504,2024-03-17,999,Monthly,₹299 Plan,84,False,Card
4648,4676,2024-02-22,999,Monthly,₹239 Plan,84,False,UPI
4649,127,2024-02-18,2999,Monthly,₹239 Plan,365,False,Wallet
4650,2623,2024-03-09,719,Quarterly,₹719 Plan,84,False,Wallet
4651,3737,2024-01-22,2999,Monthly,₹2999 Plan,365,True,Card
4652,4730,2024-02-04,299,Quarterly,₹2999 Plan,365,True,UPI
4653,2493,2024-03-10,299,Quarterly,₹239 Plan,365,True,UPI
4654,1522,2024-03-13,999,Annual,₹719 Plan,84,False,Netbanking
4655,2043,2024-03-27,719,Annual,₹239 Plan,28,False,UPI
4656,131,2024-02-18,999,Monthly,₹719 Plan,84,True,Wallet
4657,3257,2024-02-17,719,Annual,₹239 Plan,84,False,UPI
4658,4541,2024-01-11,239,Quarterly,₹239 Plan,28,False,Wallet
4659,2517,2024-02-06,999,Quarterly,₹2999 Plan,84,False,UPI
4660,521,2024-02-18,2999,Annual,₹239 Plan,28,False,Wallet
4661,2859,2024-01-16,239,Annual,₹719 Plan,56,False,Card
4662,3755,2024-03-09,999,Annual,₹999 Plan,56,False,Wallet
4663,1943,2024-01-19,299,Annual,₹2999 Plan,56,False,Netbanking
4664,3670,2024-01-30,2999,Annual,₹719 Plan,365,False,Netbanking
4665,145,2024-03-14,999,Monthly,₹299 Plan,84,False,Wallet
4666,3981,2024-01-31,239,Quarterly,₹999 Plan,28,False,Netbanking
4667,329,2024-03-16,2999,Annual,₹239 Plan,84,True,UPI
4668,4567,2024-01-19,719,Annual,₹719 Plan,365,False,UPI
4669,1202,2024-03-25,239,Monthly,₹2999 Plan,56,False,Netbanking
4670,2962,2024-03-11,719,Annual,₹719 Plan,84,False,Netbanking
4671,3446,2024-03-30,719,Quarterly,₹2999 Plan,28,False,Wallet
4672,465,2024-01-06,2999,Monthly,₹719 Plan,28,False,Wallet
4673,3472,2024-02-14,999,Annual,₹299 Plan,365,False,UPI
4674,4109,2024-03-02,299,Annual,₹719 Plan,56,False,UPI
4675,4542,2024-03-25,239,Quarterly,₹299 Plan,28,False,Card
4676,4480,2024-01-19,999,Quarterly,₹999 Plan,84,False,Wallet
4677,317,2024-01-29,2999,Annual,₹2999 Plan,84,False,Wallet
4678,4904,2024-03-24,2999,Monthly,₹999 Plan,56,True,Card
4679,2614,2024-02-17,719,Annual,₹719 Plan,28,False,UPI
4680,3566,2024-02-11,719,Quarterly,₹719 Plan,28,False,Card
4681,1476,2024-03-19,719,Annual,₹2999 Plan,56,False,UPI
4682,4037,2024-03-11,299,Monthly,₹719 Plan,365,False,Card
4683,4022,2024-03-06,719,Monthly,₹239 Plan,365,True,Netbanking
4684,2362,2024-02-19,239,Annual,₹299 Plan,84,False,Wallet
4685,925,2024-03-03,239,Annual,₹999 Plan,365,False,Netbanking
4686,1570,2024-03-02,719,Quarterly,₹299 Plan,365,True,UPI
4687,2937,2024-02-05,719,Quarterly,₹719 Plan,56,False,Netbanking
4688,3151,2024-01-10,239,Annual,₹299 Plan,84,False,Wallet
4689,522,2024-02-23,299,Quarterly,₹299 Plan,28,True,Netbanking
4690,1247,2024-02-12,299,Monthly,₹239 Plan,56,False,Netbanking
4691,4565,2024-01-16,239,Quarterly,₹719 Plan,84,False,Wallet
4692,4305,2024-03-13,2999,Quarterly,₹999 Plan,365,False,UPI
4693,551,2024-02-18,239,Quarterly,₹239 Plan,365,True,Wallet
4694,2140,2024-03-16,999,Quarterly,₹719 Plan,365,False,Card
4695,3445,2024-02-15,719,Annual,₹719 Plan,28,False,Card
4696,2061,2024-01-15,719,Quarterly,₹299 Plan,365,False,UPI
4697,1215,2024-01-05,719,Monthly,₹2999 Plan,365,False,Wallet
4698,3558,2024-03-09,299,Annual,₹2999 Plan,84,True,Card
4699,2299,2024-03-08,999,Quarterly,₹299 Plan,84,False,Netbanking
4700,390,2024-02-24,239,Monthly,₹719 Plan,84,False,Card
4701,4651,2024-01-08,2999,Monthly,₹239 Plan,84,False,Card
4702,117,2024-02-27,719,Quarterly,₹299 Plan,84,False,Card
4703,2760,2024-02-23,299,Quarterly,₹239 Plan,84,True,Card
4704,3637,2024-01-05,299,Annual,₹239 Plan,28,False,Card
4705,279,2024-03-23,299,Quarterly,₹239 Plan,56,False,Netbanking
4706,480,2024-02-13,999,Annual,₹2999 Plan,56,True,Wallet
4707,3610,2024-03-31,239,Monthly,₹299 Plan,56,False,Netbanking
4708,4015,2024-01-07,299,Monthly,₹299 Plan,28,False,Card
4709,1910,2024-01-06,999,Monthly,₹719 Plan,56,False,Card
4710,2722,2024-02-25,299,Annual,₹299 Plan,28,False,Card
4711,2564,2024-01-19,239,Monthly,₹239 Plan,56,False,Wallet
4712,380,2024-02-07,999,Monthly,₹2999 Plan,28,True,Wallet
4713,4064,2024-03-02,2999,Monthly,₹2999 Plan,84,False,UPI
4714,2496,2024-03-09,239,Monthly,₹299 Plan,28,False,Netbanking
4715,4506,2024-03-20,299,Quarterly,₹299 Plan,28,False,Netbanking
4716,1769,2024-02-16,239,Quarterly,₹719 Plan,28,False,Card
4717,142,2024-01-10,999,Quarterly,₹299 Plan,28,False,Card
4718,1782,2024-02-20,999,Quarterly,₹719 Plan,56,False,Netbanking
4719,770,2024-01-07,719,Monthly,₹2999 Plan,84,False,Wallet
4720,3514,2024-01-16,299,Annual,₹999 Plan,84,False,Wallet
4721,4146,2024-01-30,299,Monthly,₹2999 Plan,28,True,Card
4722,3332,2024-03-02,719,Monthly,₹239 Plan,84,False,Card
4723,1161,2024-02-06,999,Quarterly,₹299 Plan,56,True,Card
4724,906,2024-01-14,999,Quarterly,₹719 Plan,56,False,Wallet
4725,3812,2024-02-17,299,Annual,₹999 Plan,84,False,UPI
4726,2684,2024-01-17,999,Quarterly,₹239 Plan,56,True,Card
4727,4488,2024-01-08,239,Monthly,₹2999 Plan,28,True,Wallet
4728,3665,2024-01-13,999,Quarterly,₹299 Plan,84,False,Wallet
4729,2166,2024-01-29,999,Annual,₹2999 Plan,56,True,UPI
4730,2667,2024-03-07,299,Annual,₹999 Plan,84,True,Wallet
4731,491,2024-03-12,999,Quarterly,₹239 Plan,365,False,Wallet
4732,2659,2024-01-05,239,Quarterly,₹999 Plan,28,False,Wallet
4733,153,2024-03-15,2999,Quarterly,₹299 Plan,365,False,Netbanking
4734,3156,2024-03-02,2999,Annual,₹2999 Plan,56,False,UPI
4735,1561,2024-02-05,2999,Monthly,₹2999 Plan,28,False,Wallet
4736,708,2024-02-04,299,Monthly,₹719 Plan,84,True,Netbanking
4737,3355,2024-02-19,2999,Annual,₹719 Plan,365,False,Netbanking
4738,3988,2024-01-05,2999,Monthly,₹719 Plan,56,False,UPI
4739,3097,2024-01-13,239,Quarterly,₹299 Plan,28,False,UPI
4740,3531,2024-01-24,239,Monthly,₹2999 Plan,56,False,Netbanking
4741,1767,2024-03-23,2999,Annual,₹2999 Plan,365,True,Wallet
4742,2500,2024-03-29,719,Monthly,₹2999 Plan,84,False,Card
4743,3799,2024-01-25,999,Monthly,₹239 Plan,56,True,Card
4744,4575,2024-01-09,999,Annual,₹999 Plan,84,True,Wallet
4745,155,2024-01-24,999,Monthly,₹719 Plan,28,False,UPI
4746,2726,2024-01-28,299,Monthly,₹299 Plan,28,False,UPI
4747,2313,2024-02-23,299,Monthly,₹2999 Plan,56,False,UPI
4748,686,2024-03-10,999,Monthly,₹239 Plan,84,False,Card
4749,3192,2024-03-26,2999,Quarterly,₹239 Plan,84,True,Card
4750,1863,2024-01-18,719,Monthly,₹999 Plan,365,False,UPI
4751,253,2024-02-22,239,Quarterly,₹239 Plan,56,False,Netbanking
4752,2395,2024-03-13,299,Monthly,₹2999 Plan,84,False,UPI
4753,2658,2024-02-29,999,Quarterly,₹719 Plan,365,False,Wallet
4754,3279,2024-03-09,239,Quarterly,₹999 Plan,84,False,Card
4755,4496,2024-02-02,2999,Monthly,₹2999 Plan,28,False,UPI
4756,4260,2024-01-09,299,Monthly,₹239 Plan,365,True,Wallet
4757,302,2024-02-20,2999,Annual,₹299 Plan,56,False,Wallet
4758,4451,2024-03-23,719,Monthly,₹299 Plan,84,False,UPI
4759,2464,2024-02-16,719,Monthly,₹239 Plan,84,True,Netbanking
4760,4804,2024-02-22,2999,Quarterly,₹239 Plan,56,False,Wallet
4761,163,2024-03-09,299,Annual,₹999 Plan,84,True,Card
4762,1268,2024-02-19,299,Annual,₹719 Plan,84,False,Card
4763,2780,2024-03-01,239,Annual,₹299 Plan,365,False,Card
4764,4129,2024-01-06,2999,Annual,₹2999 Plan,84,False,Wallet
4765,3490,2024-02-10,719,Annual,₹719 Plan,56,False,Card
4766,602,2024-03-02,239,Quarterly,₹719 Plan,28,True,Card
4767,1151,2024-01-29,239,Annual,₹719 Plan,365,False,Wallet
4768,1091,2024-02-22,999,Quarterly,₹719 Plan,56,False,Netbanking
4769,3549,2024-02-03,999,Monthly,₹999 Plan,28,False,UPI
4770,384,2024-01-22,299,Quarterly,₹2999 Plan,56,True,Netbanking
4771,3731,2024-03-23,299,Quarterly,₹239 Plan,84,False,Card
4772,2753,2024-02-07,239,Quarterly,₹719 Plan,365,True,UPI
4773,4477,2024-01-03,719,Annual,₹299 Plan,56,False,UPI
4774,1787,2024-02-22,2999,Monthly,₹239 Plan,365,False,Wallet
4775,2072,2024-02-17,299,Quarterly,₹299 Plan,365,False,Netbanking
4776,886,2024-01-26,2999,Annual,₹719 Plan,84,False,UPI
4777,1964,2024-01-26,299,Annual,₹719 Plan,56,False,Card
4778,3321,2024-03-09,239,Annual,₹299 Plan,28,False,Card
4779,3898,2024-01-28,999,Monthly,₹239 Plan,365,True,UPI
4780,4644,2024-01-20,299,Quarterly,₹719 Plan,84,False,Card
4781,3969,2024-02-21,239,Annual,₹999 Plan,84,False,Card
4782,2654,2024-02-06,299,Monthly,₹2999 Plan,28,False,Wallet
4783,2343,2024-02-10,999,Monthly,₹2999 Plan,84,False,Wallet
4784,1051,2024-02-26,299,Monthly,₹239 Plan,365,True,UPI
4785,1234,2024-01-10,999,Monthly,₹299 Plan,56,False,Netbanking
4786,1701,2024-03-24,999,Annual,₹239 Plan,28,False,Netbanking
4787,1403,2024-03-18,2999,Annual,₹719 Plan,365,False,Wallet
4788,819,2024-03-01,999,Monthly,₹719 Plan,28,False,Card
4789,1168,2024-02-29,2999,Quarterly,₹719 Plan,365,False,Wallet
4790,1213,2024-02-24,999,Annual,₹2999 Plan,28,False,Card
4791,1243,2024-01-03,719,Quarterly,₹2999 Plan,28,False,UPI
4792,2936,2024-03-04,299,Annual,₹299 Plan,84,False,Wallet
4793,4556,2024-03-10,2999,Annual,₹719 Plan,84,False,Netbanking
4794,640,2024-03-15,239,Annual,₹239 Plan,365,False,Netbanking
4795,1987,2024-01-26,239,Monthly,₹299 Plan,28,False,Netbanking
4796,3841,2024-01-17,2999,Quarterly,₹299 Plan,84,False,Netbanking
4797,4403,2024-01-25,2999,Quarterly,₹2999 Plan,84,False,Card
4798,3230,2024-03-03,719,Annual,₹299 Plan,365,False,Netbanking
4799,145,2024-01-27,719,Monthly,₹719 Plan,365,True,Card
4800,4237,2024-01-13,239,Monthly,₹299 Plan,84,False,Wallet
4801,4150,2024-01-14,719,Monthly,₹999 Plan,365,False,UPI
4802,1198,2024-03-19,719,Monthly,₹999 Plan,365,False,Card
4803,4231,2024-01-20,2999,Annual,₹999 Plan,84,False,Card
4804,3088,2024-02-18,299,Quarterly,₹299 Plan,84,False,UPI
4805,445,2024-03-28,299,Quarterly,₹999 Plan,56,False,UPI
4806,1922,2024-02-12,239,Monthly,₹999 Plan,84,False,Wallet
4807,158,2024-03-13,2999,Monthly,₹239 Plan,84,False,Netbanking
4808,2685,2024-02-22,299,Monthly,₹999 Plan,365,False,Netbanking
4809,827,2024-03-30,299,Annual,₹719 Plan,84,False,Netbanking
4810,1486,2024-03-26,2999,Annual,₹719 Plan,28,True,UPI
4811,3249,2024-03-24,299,Annual,₹299 Plan,28,False,Card
4812,1550,2024-03-17,299,Monthly,₹999 Plan,84,False,UPI
4813,3569,2024-01-07,999,Monthly,₹2999 Plan,365,True,Card
4814,447,2024-01-23,239,Annual,₹719 Plan,84,True,UPI
4815,2821,2024-03-03,2999,Quarterly,₹299 Plan,56,False,UPI
4816,1657,2024-01-25,999,Quarterly,₹299 Plan,28,False,Card
4817,687,2024-01-02,2999,Annual,₹299 Plan,56,False,Wallet
4818,2213,2024-03-30,239,Quarterly,₹2999 Plan,365,False,Wallet
4819,4271,2024-03-01,999,Quarterly,₹239 Plan,28,True,UPI
4820,4368,2024-01-23,2999,Monthly,₹999 Plan,84,True,Netbanking
4821,1131,2024-01-31,299,Annual,₹239 Plan,56,False,Card
4822,3573,2024-01-13,239,Quarterly,₹2999 Plan,365,False,Wallet
4823,2896,2024-02-23,999,Monthly,₹239 Plan,365,False,UPI
4824,294,2024-03-23,2999,Annual,₹239 Plan,84,True,Card
4825,3974,2024-02-08,999,Quarterly,₹719 Plan,84,False,Card
4826,430,2024-01-11,239,Monthly,₹2999 Plan,56,False,Card
4827,1680,2024-03-06,299,Quarterly,₹999 Plan,56,False,Wallet
4828,2777,2024-01-30,2999,Quarterly,₹999 Plan,84,False,Card
4829,2363,2024-03-05,999,Quarterly,₹2999 Plan,84,False,Wallet
4830,4954,2024-01-11,299,Annual,₹2999 Plan,365,False,Wallet
4831,903,2024-03-13,719,Annual,₹719 Plan,56,False,Wallet
4832,3864,2024-02-21,299,Monthly,₹719 Plan,84,True,Card
4833,3229,2024-02-27,719,Annual,₹719 Plan,28,True,Wallet
4834,1493,2024-01-14,2999,Monthly,₹719 Plan,56,True,UPI
4835,57,2024-03-18,2999,Annual,₹299 Plan,28,False,Netbanking
4836,3295,2024-03-04,999,Monthly,₹2999 Plan,56,False,UPI
4837,3072,2024-01-09,239,Quarterly,₹719 Plan,84,False,Wallet
4838,3992,2024-02-17,299,Annual,₹299 Plan,56,False,Card
4839,3434,2024-01-01,999,Quarterly,₹999 Plan,56,False,Card
4840,1747,2024-02-09,239,Quarterly,₹239 Plan,84,False,Netbanking
4841,3948,2024-02-27,239,Annual,₹2999 Plan,84,False,Wallet
4842,4866,2024-03-02,2999,Monthly,₹719 Plan,56,False,UPI
4843,1558,2024-03-30,719,Annual,₹999 Plan,56,False,UPI
4844,1714,2024-03-27,999,Quarterly,₹2999 Plan,365,False,Card
4845,612,2024-03-10,2999,Annual,₹2999 Plan,28,False,Wallet
4846,2946,2024-03-31,299,Quarterly,₹999 Plan,56,False,Wallet
4847,2777,2024-03-25,299,Annual,₹719 Plan,84,False,UPI
4848,4888,2024-02-27,999,Quarterly,₹999 Plan,56,False,Netbanking
4849,1299,2024-02-06,2999,Quarterly,₹2999 Plan,56,False,Netbanking
4850,4677,2024-02-16,239,Quarterly,₹239 Plan,28,False,UPI
4851,1416,2024-02-03,239,Quarterly,₹299 Plan,365,False,UPI
4852,3532,2024-01-19,2999,Quarterly,₹299 Plan,365,False,Wallet
4853,4956,2024-03-05,999,Annual,₹719 Plan,365,False,Wallet
4854,4627,2024-02-28,719,Annual,₹719 Plan,56,True,UPI
4855,2266,2024-03-22,719,Quarterly,₹999 Plan,84,False,UPI
4856,4833,2024-01-02,2999,Annual,₹299 Plan,365,False,Netbanking
4857,4969,2024-01-19,2999,Annual,₹719 Plan,56,False,UPI
4858,857,2024-03-20,719,Quarterly,₹299 Plan,56,False,UPI
4859,596,2024-03-31,239,Annual,₹719 Plan,365,False,Card
4860,1098,2024-02-16,2999,Annual,₹299 Plan,56,False,Card
4861,390,2024-01-27,2999,Quarterly,₹719 Plan,56,False,Netbanking
4862,4867,2024-01-08,2999,Monthly,₹2999 Plan,84,False,Wallet
4863,1642,2024-03-24,719,Monthly,₹2999 Plan,28,False,Card
4864,2919,2024-03-08,719,Monthly,₹719 Plan,56,False,Wallet
4865,2684,2024-02-06,299,Quarterly,₹239 Plan,84,False,Wallet
4866,2575,2024-03-18,999,Annual,₹2999 Plan,28,False,Wallet
4867,2664,2024-01-23,299,Annual,₹299 Plan,56,False,UPI
